TEAM,YEAR,LEAGUE,DIVISION,PIT_TEAM,PIT_LEAGUE,PIT_DIVISION,PIT_LG_DIV,BAT_TEAM,BAT_LEAGUE,BAT_DIVISION,BAT_LG_DIV
ANA,1969,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1970,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1971,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1972,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1973,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1974,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1975,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1976,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1977,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1978,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1979,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1980,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1981,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1982,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1983,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1984,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1985,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1986,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1987,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1988,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1989,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1990,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1991,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1992,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1993,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1994,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1995,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1996,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1997,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1998,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,1999,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,2000,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,2001,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,2002,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,2003,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,2004,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,2005,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,2006,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,2007,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,2008,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,2009,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,2010,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,2011,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,2012,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,2013,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,2014,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,2015,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,2016,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,2017,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,2018,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ANA,2019,AL,West,ANA,AL,West,AL - West,ANA,AL,West,AL - West
ARI,1998,NL,West,ARI,NL,West,NL - West,ARI,NL,West,NL - West
ARI,1999,NL,West,ARI,NL,West,NL - West,ARI,NL,West,NL - West
ARI,2000,NL,West,ARI,NL,West,NL - West,ARI,NL,West,NL - West
ARI,2001,NL,West,ARI,NL,West,NL - West,ARI,NL,West,NL - West
ARI,2002,NL,West,ARI,NL,West,NL - West,ARI,NL,West,NL - West
ARI,2003,NL,West,ARI,NL,West,NL - West,ARI,NL,West,NL - West
ARI,2004,NL,West,ARI,NL,West,NL - West,ARI,NL,West,NL - West
ARI,2005,NL,West,ARI,NL,West,NL - West,ARI,NL,West,NL - West
ARI,2006,NL,West,ARI,NL,West,NL - West,ARI,NL,West,NL - West
ARI,2007,NL,West,ARI,NL,West,NL - West,ARI,NL,West,NL - West
ARI,2008,NL,West,ARI,NL,West,NL - West,ARI,NL,West,NL - West
ARI,2009,NL,West,ARI,NL,West,NL - West,ARI,NL,West,NL - West
ARI,2010,NL,West,ARI,NL,West,NL - West,ARI,NL,West,NL - West
ARI,2011,NL,West,ARI,NL,West,NL - West,ARI,NL,West,NL - West
ARI,2012,NL,West,ARI,NL,West,NL - West,ARI,NL,West,NL - West
ARI,2013,NL,West,ARI,NL,West,NL - West,ARI,NL,West,NL - West
ARI,2014,NL,West,ARI,NL,West,NL - West,ARI,NL,West,NL - West
ARI,2015,NL,West,ARI,NL,West,NL - West,ARI,NL,West,NL - West
ARI,2016,NL,West,ARI,NL,West,NL - West,ARI,NL,West,NL - West
ARI,2017,NL,West,ARI,NL,West,NL - West,ARI,NL,West,NL - West
ARI,2018,NL,West,ARI,NL,West,NL - West,ARI,NL,West,NL - West
ARI,2019,NL,West,ARI,NL,West,NL - West,ARI,NL,West,NL - West
ATL,1969,NL,West,ATL,NL,West,NL - West,ATL,NL,West,NL - West
ATL,1970,NL,West,ATL,NL,West,NL - West,ATL,NL,West,NL - West
ATL,1971,NL,West,ATL,NL,West,NL - West,ATL,NL,West,NL - West
ATL,1972,NL,West,ATL,NL,West,NL - West,ATL,NL,West,NL - West
ATL,1973,NL,West,ATL,NL,West,NL - West,ATL,NL,West,NL - West
ATL,1974,NL,West,ATL,NL,West,NL - West,ATL,NL,West,NL - West
ATL,1975,NL,West,ATL,NL,West,NL - West,ATL,NL,West,NL - West
ATL,1976,NL,West,ATL,NL,West,NL - West,ATL,NL,West,NL - West
ATL,1977,NL,West,ATL,NL,West,NL - West,ATL,NL,West,NL - West
ATL,1978,NL,West,ATL,NL,West,NL - West,ATL,NL,West,NL - West
ATL,1979,NL,West,ATL,NL,West,NL - West,ATL,NL,West,NL - West
ATL,1980,NL,West,ATL,NL,West,NL - West,ATL,NL,West,NL - West
ATL,1981,NL,West,ATL,NL,West,NL - West,ATL,NL,West,NL - West
ATL,1982,NL,West,ATL,NL,West,NL - West,ATL,NL,West,NL - West
ATL,1983,NL,West,ATL,NL,West,NL - West,ATL,NL,West,NL - West
ATL,1984,NL,West,ATL,NL,West,NL - West,ATL,NL,West,NL - West
ATL,1985,NL,West,ATL,NL,West,NL - West,ATL,NL,West,NL - West
ATL,1986,NL,West,ATL,NL,West,NL - West,ATL,NL,West,NL - West
ATL,1987,NL,West,ATL,NL,West,NL - West,ATL,NL,West,NL - West
ATL,1988,NL,West,ATL,NL,West,NL - West,ATL,NL,West,NL - West
ATL,1989,NL,West,ATL,NL,West,NL - West,ATL,NL,West,NL - West
ATL,1990,NL,West,ATL,NL,West,NL - West,ATL,NL,West,NL - West
ATL,1991,NL,West,ATL,NL,West,NL - West,ATL,NL,West,NL - West
ATL,1992,NL,West,ATL,NL,West,NL - West,ATL,NL,West,NL - West
ATL,1993,NL,West,ATL,NL,West,NL - West,ATL,NL,West,NL - West
ATL,1994,NL,East,ATL,NL,East,NL - East,ATL,NL,East,NL - East
ATL,1995,NL,East,ATL,NL,East,NL - East,ATL,NL,East,NL - East
ATL,1996,NL,East,ATL,NL,East,NL - East,ATL,NL,East,NL - East
ATL,1997,NL,East,ATL,NL,East,NL - East,ATL,NL,East,NL - East
ATL,1998,NL,East,ATL,NL,East,NL - East,ATL,NL,East,NL - East
ATL,1999,NL,East,ATL,NL,East,NL - East,ATL,NL,East,NL - East
ATL,2000,NL,East,ATL,NL,East,NL - East,ATL,NL,East,NL - East
ATL,2001,NL,East,ATL,NL,East,NL - East,ATL,NL,East,NL - East
ATL,2002,NL,East,ATL,NL,East,NL - East,ATL,NL,East,NL - East
ATL,2003,NL,East,ATL,NL,East,NL - East,ATL,NL,East,NL - East
ATL,2004,NL,East,ATL,NL,East,NL - East,ATL,NL,East,NL - East
ATL,2005,NL,East,ATL,NL,East,NL - East,ATL,NL,East,NL - East
ATL,2006,NL,East,ATL,NL,East,NL - East,ATL,NL,East,NL - East
ATL,2007,NL,East,ATL,NL,East,NL - East,ATL,NL,East,NL - East
ATL,2008,NL,East,ATL,NL,East,NL - East,ATL,NL,East,NL - East
ATL,2009,NL,East,ATL,NL,East,NL - East,ATL,NL,East,NL - East
ATL,2010,NL,East,ATL,NL,East,NL - East,ATL,NL,East,NL - East
ATL,2011,NL,East,ATL,NL,East,NL - East,ATL,NL,East,NL - East
ATL,2012,NL,East,ATL,NL,East,NL - East,ATL,NL,East,NL - East
ATL,2013,NL,East,ATL,NL,East,NL - East,ATL,NL,East,NL - East
ATL,2014,NL,East,ATL,NL,East,NL - East,ATL,NL,East,NL - East
ATL,2015,NL,East,ATL,NL,East,NL - East,ATL,NL,East,NL - East
ATL,2016,NL,East,ATL,NL,East,NL - East,ATL,NL,East,NL - East
ATL,2017,NL,East,ATL,NL,East,NL - East,ATL,NL,East,NL - East
ATL,2018,NL,East,ATL,NL,East,NL - East,ATL,NL,East,NL - East
ATL,2019,NL,East,ATL,NL,East,NL - East,ATL,NL,East,NL - East
BAL,1969,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1970,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1971,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1972,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1973,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1974,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1975,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1976,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1977,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1978,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1979,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1980,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1981,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1982,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1983,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1984,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1985,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1986,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1987,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1988,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1989,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1990,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1991,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1992,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1993,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1994,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1995,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1996,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1997,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1998,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,1999,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,2000,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,2001,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,2002,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,2003,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,2004,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,2005,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,2006,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,2007,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,2008,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,2009,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,2010,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,2011,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,2012,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,2013,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,2014,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,2015,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,2016,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,2017,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,2018,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BAL,2019,AL,East,BAL,AL,East,AL - East,BAL,AL,East,AL - East
BOS,1969,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1970,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1971,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1972,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1973,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1974,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1975,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1976,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1977,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1978,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1979,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1980,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1981,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1982,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1983,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1984,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1985,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1986,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1987,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1988,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1989,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1990,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1991,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1992,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1993,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1994,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1995,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1996,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1997,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1998,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,1999,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,2000,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,2001,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,2002,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,2003,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,2004,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,2005,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,2006,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,2007,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,2008,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,2009,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,2010,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,2011,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,2012,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,2013,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,2014,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,2015,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,2016,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,2017,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,2018,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
BOS,2019,AL,East,BOS,AL,East,AL - East,BOS,AL,East,AL - East
CHA,1969,AL,West,CHA,AL,West,AL - West,CHA,AL,West,AL - West
CHA,1970,AL,West,CHA,AL,West,AL - West,CHA,AL,West,AL - West
CHA,1971,AL,West,CHA,AL,West,AL - West,CHA,AL,West,AL - West
CHA,1972,AL,West,CHA,AL,West,AL - West,CHA,AL,West,AL - West
CHA,1973,AL,West,CHA,AL,West,AL - West,CHA,AL,West,AL - West
CHA,1974,AL,West,CHA,AL,West,AL - West,CHA,AL,West,AL - West
CHA,1975,AL,West,CHA,AL,West,AL - West,CHA,AL,West,AL - West
CHA,1976,AL,West,CHA,AL,West,AL - West,CHA,AL,West,AL - West
CHA,1977,AL,West,CHA,AL,West,AL - West,CHA,AL,West,AL - West
CHA,1978,AL,West,CHA,AL,West,AL - West,CHA,AL,West,AL - West
CHA,1979,AL,West,CHA,AL,West,AL - West,CHA,AL,West,AL - West
CHA,1980,AL,West,CHA,AL,West,AL - West,CHA,AL,West,AL - West
CHA,1981,AL,West,CHA,AL,West,AL - West,CHA,AL,West,AL - West
CHA,1982,AL,West,CHA,AL,West,AL - West,CHA,AL,West,AL - West
CHA,1983,AL,West,CHA,AL,West,AL - West,CHA,AL,West,AL - West
CHA,1984,AL,West,CHA,AL,West,AL - West,CHA,AL,West,AL - West
CHA,1985,AL,West,CHA,AL,West,AL - West,CHA,AL,West,AL - West
CHA,1986,AL,West,CHA,AL,West,AL - West,CHA,AL,West,AL - West
CHA,1987,AL,West,CHA,AL,West,AL - West,CHA,AL,West,AL - West
CHA,1988,AL,West,CHA,AL,West,AL - West,CHA,AL,West,AL - West
CHA,1989,AL,West,CHA,AL,West,AL - West,CHA,AL,West,AL - West
CHA,1990,AL,West,CHA,AL,West,AL - West,CHA,AL,West,AL - West
CHA,1991,AL,West,CHA,AL,West,AL - West,CHA,AL,West,AL - West
CHA,1992,AL,West,CHA,AL,West,AL - West,CHA,AL,West,AL - West
CHA,1993,AL,West,CHA,AL,West,AL - West,CHA,AL,West,AL - West
CHA,1994,AL,Central,CHA,AL,Central,AL - Central,CHA,AL,Central,AL - Central
CHA,1995,AL,Central,CHA,AL,Central,AL - Central,CHA,AL,Central,AL - Central
CHA,1996,AL,Central,CHA,AL,Central,AL - Central,CHA,AL,Central,AL - Central
CHA,1997,AL,Central,CHA,AL,Central,AL - Central,CHA,AL,Central,AL - Central
CHA,1998,AL,Central,CHA,AL,Central,AL - Central,CHA,AL,Central,AL - Central
CHA,1999,AL,Central,CHA,AL,Central,AL - Central,CHA,AL,Central,AL - Central
CHA,2000,AL,Central,CHA,AL,Central,AL - Central,CHA,AL,Central,AL - Central
CHA,2001,AL,Central,CHA,AL,Central,AL - Central,CHA,AL,Central,AL - Central
CHA,2002,AL,Central,CHA,AL,Central,AL - Central,CHA,AL,Central,AL - Central
CHA,2003,AL,Central,CHA,AL,Central,AL - Central,CHA,AL,Central,AL - Central
CHA,2004,AL,Central,CHA,AL,Central,AL - Central,CHA,AL,Central,AL - Central
CHA,2005,AL,Central,CHA,AL,Central,AL - Central,CHA,AL,Central,AL - Central
CHA,2006,AL,Central,CHA,AL,Central,AL - Central,CHA,AL,Central,AL - Central
CHA,2007,AL,Central,CHA,AL,Central,AL - Central,CHA,AL,Central,AL - Central
CHA,2008,AL,Central,CHA,AL,Central,AL - Central,CHA,AL,Central,AL - Central
CHA,2009,AL,Central,CHA,AL,Central,AL - Central,CHA,AL,Central,AL - Central
CHA,2010,AL,Central,CHA,AL,Central,AL - Central,CHA,AL,Central,AL - Central
CHA,2011,AL,Central,CHA,AL,Central,AL - Central,CHA,AL,Central,AL - Central
CHA,2012,AL,Central,CHA,AL,Central,AL - Central,CHA,AL,Central,AL - Central
CHA,2013,AL,Central,CHA,AL,Central,AL - Central,CHA,AL,Central,AL - Central
CHA,2014,AL,Central,CHA,AL,Central,AL - Central,CHA,AL,Central,AL - Central
CHA,2015,AL,Central,CHA,AL,Central,AL - Central,CHA,AL,Central,AL - Central
CHA,2016,AL,Central,CHA,AL,Central,AL - Central,CHA,AL,Central,AL - Central
CHA,2017,AL,Central,CHA,AL,Central,AL - Central,CHA,AL,Central,AL - Central
CHA,2018,AL,Central,CHA,AL,Central,AL - Central,CHA,AL,Central,AL - Central
CHA,2019,AL,Central,CHA,AL,Central,AL - Central,CHA,AL,Central,AL - Central
CHN,1969,NL,East,CHN,NL,East,NL - East,CHN,NL,East,NL - East
CHN,1970,NL,East,CHN,NL,East,NL - East,CHN,NL,East,NL - East
CHN,1971,NL,East,CHN,NL,East,NL - East,CHN,NL,East,NL - East
CHN,1972,NL,East,CHN,NL,East,NL - East,CHN,NL,East,NL - East
CHN,1973,NL,East,CHN,NL,East,NL - East,CHN,NL,East,NL - East
CHN,1974,NL,East,CHN,NL,East,NL - East,CHN,NL,East,NL - East
CHN,1975,NL,East,CHN,NL,East,NL - East,CHN,NL,East,NL - East
CHN,1976,NL,East,CHN,NL,East,NL - East,CHN,NL,East,NL - East
CHN,1977,NL,East,CHN,NL,East,NL - East,CHN,NL,East,NL - East
CHN,1978,NL,East,CHN,NL,East,NL - East,CHN,NL,East,NL - East
